time_sec,left_shoulder_pan_joint_desired_pos,left_shoulder_pan_joint_desired_vel,left_shoulder_pan_joint_actual_pos,left_shoulder_pan_joint_actual_vel,left_shoulder_pan_joint_error_pos,left_shoulder_pan_joint_error_vel,left_shoulder_lift_joint_desired_pos,left_shoulder_lift_joint_desired_vel,left_shoulder_lift_joint_actual_pos,left_shoulder_lift_joint_actual_vel,left_shoulder_lift_joint_error_pos,left_shoulder_lift_joint_error_vel,left_elbow_joint_desired_pos,left_elbow_joint_desired_vel,left_elbow_joint_actual_pos,left_elbow_joint_actual_vel,left_elbow_joint_error_pos,left_elbow_joint_error_vel,left_wrist_1_joint_desired_pos,left_wrist_1_joint_desired_vel,left_wrist_1_joint_actual_pos,left_wrist_1_joint_actual_vel,left_wrist_1_joint_error_pos,left_wrist_1_joint_error_vel,left_wrist_2_joint_desired_pos,left_wrist_2_joint_desired_vel,left_wrist_2_joint_actual_pos,left_wrist_2_joint_actual_vel,left_wrist_2_joint_error_pos,left_wrist_2_joint_error_vel,left_wrist_3_joint_desired_pos,left_wrist_3_joint_desired_vel,left_wrist_3_joint_actual_pos,left_wrist_3_joint_actual_vel,left_wrist_3_joint_error_pos,left_wrist_3_joint_error_vel
0.434,-0.708194,0.256354,-0.724253,0.0815431,0.0160596,0,-1.75787,-0.0343001,-1.75565,-0.0112046,-0.00221901,0,2.41117,-0.208041,2.42423,-0.0663309,-0.0130628,0,-1.55878,0.0302634,-1.56063,0.00937635,0.00185098,0,-3.88616,0.16051,-3.89617,0.0507472,0.0100138,0,3.44043,-0.291974,3.4587,-0.092679,-0.0182635,0
0.444,-0.705698,0.658573,-0.723356,0.0895906,0.017658,0,-1.75808,-0.0320877,-1.75576,-0.011464,-0.00231803,0,2.40904,-0.577073,2.4235,-0.0731955,-0.0144561,0,-1.55863,0.013429,-1.56052,0.0097565,0.00189576,0,-3.88464,0.391323,-3.89561,0.0556288,0.0109646,0,3.43748,-0.798914,3.45766,-0.102416,-0.0201867,0
0.454,-0.701579,0.677597,-0.72231,0.105064,0.0207309,0,-1.75828,-0.0330146,-1.75586,-0.0114754,-0.00241433,0,2.40544,-0.593743,2.42265,-0.0867892,-0.0172099,0,-1.55854,0.013817,-1.56041,0.00990939,0.00186951,0,-3.88219,0.402627,-3.89495,0.0648172,0.0127549,0,3.43248,-0.821992,3.45645,-0.121563,-0.0239671,0
0.464,-0.697343,0.696621,-0.721108,0.120468,0.0237649,0,-1.75848,-0.0339415,-1.75597,-0.0119396,-0.00251322,0,2.40172,-0.610412,2.42165,-0.100594,-0.0199274,0,-1.55846,0.0142049,-1.5603,0.00978647,0.0018459,0,-3.87968,0.413931,-3.8942,0.0737755,0.0145234,0,3.42734,-0.84507,3.45504,-0.140497,-0.0276973,0
0.474,-0.69299,0.715645,-0.719752,0.135694,0.0267616,0,-1.75869,-0.0348684,-1.75608,-0.0124839,-0.00261287,0,2.39791,-0.627082,2.42052,-0.114265,-0.0226092,0,-1.55837,0.0145928,-1.56019,0.00964292,0.00182577,0,-3.87709,0.425235,-3.89336,0.082617,0.0162714,0,3.42206,-0.868148,3.45344,-0.159188,-0.0313796,0
0.484,-0.68852,0.73467,-0.718243,0.150742,0.0297228,0,-1.75891,-0.0357953,-1.7562,-0.0130412,-0.00271298,0,2.39399,-0.643752,2.41925,-0.127768,-0.0252568,0,-1.55828,0.0149807,-1.56009,0.00951212,0.00180909,0,-3.87443,0.43654,-3.89243,0.0913588,0.0179999,0,3.41664,-0.891227,3.45166,-0.177648,-0.0350166,0
0.494,-0.683933,0.753694,-0.716583,0.165617,0.0326503,0,-1.75914,-0.0367223,-1.75632,-0.0136005,-0.0028135,0,2.38997,-0.660422,2.41784,-0.141107,-0.027872,0,-1.55818,0.0153686,-1.55998,0.00939806,0.00179568,0,-3.87171,0.447844,-3.89142,0.100007,0.0197101,0,3.41108,-0.914305,3.44969,-0.195889,-0.0386104,0
0.504,-0.679228,0.772718,-0.714774,0.18033,0.0355457,0,-1.75937,-0.0376492,-1.75645,-0.0141602,-0.00291442,0,2.38585,-0.677092,2.41631,-0.154288,-0.0304563,0,-1.55809,0.0157566,-1.55987,0.00930059,0.00178539,0,-3.86891,0.459148,-3.89031,0.108567,0.0214027,0,3.40537,-0.937383,3.44753,-0.213922,-0.0421631,0
0.514,-0.674406,0.791742,-0.712816,0.194887,0.0384107,0,-1.7596,-0.0385761,-1.75658,-0.0147201,-0.00301575,0,2.38162,-0.693761,2.41464,-0.16732,-0.0330113,0,-1.55799,0.0161445,-1.55977,0.00921896,0.00177806,0,-3.86605,0.470452,-3.88913,0.117043,0.0230786,0,3.39952,-0.960461,3.44519,-0.231757,-0.0456768,0
0.524,-0.669466,0.810766,-0.710713,0.209296,0.0412467,0,-1.75984,-0.039503,-1.75672,-0.0152803,-0.00311748,0,2.3773,-0.710431,2.41284,-0.180209,-0.0355384,0,-1.55789,0.0165324,-1.55966,0.00915236,0.00177353,0,-3.86311,0.481756,-3.88785,0.125439,0.0247386,0,3.39353,-0.983539,3.44268,-0.249403,-0.0491534,0
0.534,-0.66441,0.82979,-0.708465,0.223565,0.0440552,0,-1.76009,-0.0404299,-1.75687,-0.0158408,-0.00321961,0,2.37287,-0.727101,2.4109,-0.192963,-0.038039,0,-1.55778,0.0169203,-1.55956,0.00910004,0.00177165,0,-3.86011,0.49306,-3.88649,0.133758,0.0263836,0,3.38739,-1.00662,3.43999,-0.266871,-0.0525947,0
0.544,-0.659236,0.848814,-0.706073,0.237701,0.0468376,0,-1.76034,-0.0413568,-1.75702,-0.0164016,-0.00332213,0,2.36833,-0.743771,2.40885,-0.205589,-0.0405144,0,-1.55768,0.0173083,-1.55945,0.00906125,0.00177229,0,-3.85703,0.504364,-3.88505,0.142005,0.0280142,0,3.38112,-1.0297,3.43712,-0.284168,-0.0560025,0
0.554,-0.653945,0.867838,-0.70354,0.251711,0.0495951,0,-1.7606,-0.0422837,-1.75717,-0.0169628,-0.00342506,0,2.3637,-0.760441,2.40666,-0.218093,-0.0429659,0,-1.55757,0.0176962,-1.55935,0.0090353,0.00177532,0,-3.85389,0.515668,-3.88352,0.150184,0.0296311,0,3.3747,-1.05277,3.43407,-0.301303,-0.0593783,0
0.564,-0.648536,0.886863,-0.700865,0.2656,0.052329,0,-1.76086,-0.0432106,-1.75733,-0.0175245,-0.00352838,0,2.35896,-0.777111,2.40435,-0.23048,-0.0453946,0,-1.55746,0.0180841,-1.55924,0.00902152,0.00178061,0,-3.85068,0.526972,-3.88191,0.158296,0.0312351,0,3.36814,-1.07585,3.43086,-0.318284,-0.0627239,0
